pid,psr,trg,yds,comp
654146,JW-5650,AS-0550,0,0
654148,JW-5650,AS-0550,35,1
654149,JW-5650,VJ-0100,0,0
654150,JW-5650,VJ-0100,0,0
654151,JW-5650,LM-1800,0,0
654155,JW-5650,BR-0050,4,1
654157,JW-5650,VJ-0100,0,0
654159,JW-5650,CS-1950,0,0
654161,JW-5650,VJ-0100,0,0
654168,DC-0725,AC-2350,0,0
654170,DC-0725,LM-1850,3,1
654172,AD-0100,TE-0300,4,1
654175,AD-0100,TE-0300,3,1
654176,AD-0100,MJ-2250,12,1
654178,AD-0100,TE-0300,10,1
654185,DC-0725,AC-2350,0,0
654186,DC-0725,AC-2350,0,0
654187,DC-0725,MC-2900,10,1
654189,DC-0725,MR-0500,0,0
654191,DC-0725,LM-1850,11,1
654193,AD-0100,AG-1500,7,1
654195,AD-0100,AG-1500,0,0
654196,AD-0100,MS-0150,0,0
654197,AD-0100,TE-0300,7,1
654200,DC-0725,AC-2350,6,1
654204,DC-0725,AC-2350,24,1
654205,DC-0725,LM-1850,1,1
654207,DC-0725,MC-2900,0,0
654210,AD-0100,TE-0300,10,1
654211,AD-0100,GB-0350,3,1
654212,AD-0100,MS-0150,28,1
654213,AD-0100,TE-0300,31,1
654214,AD-0100,MS-0150,6,1
654215,AD-0100,AG-1500,0,0
654216,AD-0100,AG-1500,0,1
654221,DC-0725,LM-1850,6,1
654226,AD-0100,TE-0300,0,0
654227,AD-0100,GB-0350,3,1
654228,AD-0100,AG-1500,30,1
654235,MM-2570,SR-0750,0,0
654239,AD-0100,TE-0300,18,1
654241,AD-0100,GB-0350,14,1
654242,AD-0100,GB-0350,3,1
654243,AD-0100,MJ-2250,0,0
654244,AD-0100,TE-0300,13,1
654250,AD-0100,MJ-2250,7,1
654253,MM-2570,SR-0750,7,1
654254,MM-2570,AC-2350,5,1
654255,MM-2570,MC-2900,0,0
654256,MM-2570,MR-0970,0,0
654257,AD-0100,AG-1500,18,1
654260,AD-0100,TE-0300,0,0
654261,AD-0100,GB-0350,-5,1
654263,MM-2570,MR-0500,6,1
654265,MM-2570,SR-0750,0,1
654269,AD-0100,AG-1500,8,1
654270,AD-0100,AG-1500,0,0
654272,AD-0100,RB-4670,24,1
654275,AD-0100,TE-0300,8,1
654278,MM-2570,JO-0550,11,1
654282,AD-0100,RH-1875,0,0
654286,MM-2570,MC-2900,8,1
654287,MM-2570,MC-2900,11,1
654288,MM-2570,CW-0225,1,1
654289,MM-2570,AC-2350,0,0
654290,MM-2570,SR-0750,0,0
654293,AD-0100,TE-0300,0,0
654294,AD-0100,GB-0350,7,1
654296,MM-2570,SR-0750,5,1
654297,MM-2570,LM-1850,4,1
654298,MM-2570,SR-0750,0,0
654299,MM-2570,MC-2900,4,1
654300,MM-2570,LM-1850,5,1
654301,MM-2570,AC-2350,-2,1
654302,MM-2570,MR-0970,4,1
654303,MM-2570,AC-2350,14,1
654304,MM-2570,LM-1850,6,1
654305,MM-2570,RS-3250,8,1
654306,MM-2570,MR-0500,11,1
654315,MM-2570,JO-0550,4,1
654317,MM-2570,MC-2900,4,1
654318,MM-2570,CW-0225,0,0
654319,MM-2570,TJ-2400,13,1
654320,MM-2570,JO-0550,4,1
654321,MM-2570,MC-2900,0,0
654322,MM-2570,MR-0500,9,1
654331,JF-1900,KJ-1400,3,1
654333,JF-1900,SS-2100,10,1
654335,JF-1900,SS-2100,3,1
654336,JF-1900,KA-0400,0,0
654339,PM-0200,DT-0900,8,1
654341,PM-0200,CA-0750,0,0
654342,PM-0200,ES-0200,6,1
654345,PM-0200,ES-0200,0,0
654346,PM-0200,ES-0200,13,1
654347,PM-0200,VG-0300,0,0
654349,PM-0200,ES-0200,6,1
654350,PM-0200,DT-0900,0,0
654353,PM-0200,ES-0200,0,0
654357,JF-1900,JF-2800,0,0
654361,PM-0200,OD-0100,9,1
654362,PM-0200,DT-0900,0,0
654363,PM-0200,DT-0900,4,1
654364,PM-0200,CA-0750,0,0
654371,PM-0200,OD-0100,-4,1
654372,PM-0200,AC-0100,1,1
654374,PM-0200,DT-0900,11,1
654378,PM-0200,CA-0750,0,0
654380,JF-1900,JF-2800,7,1
654382,JF-1900,KJ-1400,4,1
654391,PM-0200,ES-0200,18,1
654393,PM-0200,ES-0200,4,1
654398,JF-1900,JF-2800,1,1
654399,JF-1900,KA-0400,-1,1
654401,PM-0200,JN-1900,10,1
654402,PM-0200,JN-1900,0,0
654403,PM-0200,JN-1900,15,1
654404,PM-0200,ES-0200,5,1
654405,PM-0200,ES-0200,0,0
654406,PM-0200,JN-1900,0,0
654409,JF-1900,KA-0400,0,0
654411,PM-0200,ES-0200,0,0
654413,PM-0200,JN-1900,0,0
654417,PM-0200,DT-0900,0,0
654418,PM-0200,DT-0900,7,1
654420,JF-1900,KJ-1400,9,1
654423,JF-1900,MB-4050,22,1
654425,JF-1900,JA-1025,4,1
654426,JF-1900,MW-2450,0,0
654431,PM-0200,DT-0900,0,0
654433,JF-1900,JF-2800,7,1
654435,JF-1900,SS-2100,0,0
654437,PM-0200,CA-0750,3,1
654438,PM-0200,ES-0200,4,1
654440,PM-0200,ES-0200,9,1
654441,PM-0200,CA-0750,0,0
654443,PM-0200,CA-0750,8,1
654449,JF-1900,SS-2100,0,0
654453,JF-1900,MW-2450,15,1
654455,JF-1900,MC-0150,0,0
654456,JF-1900,SS-2100,0,0
654458,PM-0200,DT-0900,9,1
654466,PM-0200,DT-0900,11,1
654471,PM-0200,CA-0750,2,1
654472,PM-0200,DT-0900,10,1
654475,PM-0200,CA-0750,6,1
654478,JF-1900,CG-1030,9,1
654480,JF-1900,JF-2800,-2,1
654481,JF-1900,CG-1030,0,0
654482,JF-1900,MB-4050,3,1
654483,JF-1900,CG-1030,14,1
654484,JF-1900,JF-2800,0,0
654485,JF-1900,MC-0150,8,1
654487,JF-1900,KJ-1400,1,1
654488,JF-1900,SS-2100,0,0
654490,JF-1900,JF-2800,0,0
654491,JF-1900,SS-2100,0,0
654492,JF-1900,CG-1030,0,0
654497,TR-0800,GE-0250,6,1
654498,TR-0800,LD-0850,5,1
654499,TR-0800,JR-0250,6,1
654502,TR-0800,LD-0850,8,1
654504,TR-0800,JW-6000,2,1
654505,TR-0800,CB-1130,12,1
654507,TR-0800,JW-6000,5,1
654509,TR-0800,TW-2270,0,0
654511,TR-0800,LD-0850,7,1
654512,TR-0800,DB-5300,0,0
654515,EM-0200,DF-0500,13,1
654517,EM-0200,DF-0500,9,1
654519,EM-0200,OB-0075,0,0
654521,EM-0200,PP-0100,0,0
654525,TR-0800,DB-5300,12,1
654526,TR-0800,JW-6000,7,1
654529,TR-0800,TW-2270,0,0
654530,TR-0800,TW-2270,0,0
654533,EM-0200,RR-0130,0,0
654536,EM-0200,,0,0
654537,EM-0200,LD-0650,0,0
654541,TR-0800,DB-5300,9,1
654543,TR-0800,DM-1600,19,1
654545,TR-0800,DB-5300,4,1
654546,TR-0800,DB-5300,0,0
654549,EM-0200,RR-0130,5,1
654552,EM-0200,RJ-0800,0,0
654553,EM-0200,SV-0200,10,1
654555,TR-0800,LD-0850,-5,1
654556,TR-0800,LD-0850,9,1
654557,TR-0800,DB-5300,18,1
654558,TR-0800,TW-2270,8,1
654559,TR-0800,CB-1130,14,1
654562,TR-0800,JW-6000,0,0
654563,EM-0200,LD-0650,8,1
654564,EM-0200,LD-0650,8,1
654565,EM-0200,OB-0075,3,1
654567,EM-0200,DF-0500,0,0
654568,EM-0200,PP-0100,0,0
654574,EM-0200,OB-0075,4,1
654576,EM-0200,RR-0130,16,1
654578,EM-0200,DF-0500,11,1
654579,EM-0200,OB-0075,0,0
654580,EM-0200,OB-0075,16,1
654582,EM-0200,LD-0650,5,1
654583,EM-0200,PP-0100,0,0
654588,TR-0800,JR-0250,25,1
654589,TR-0800,JR-0250,11,1
654591,TR-0800,LD-0850,6,1
654595,TR-0800,GE-0250,2,1
654598,EM-0200,OB-0075,0,0
654600,EM-0200,SV-0200,12,1
654604,TR-0800,TW-2270,7,1
654606,TR-0800,CB-1130,0,0
654607,TR-0800,DB-5300,5,1
654610,EM-0200,RR-0130,2,1
654611,EM-0200,PP-0100,15,1
654612,EM-0200,PP-0100,8,1
654613,EM-0200,,0,0
654615,EM-0200,RR-0130,0,0
654617,EM-0200,PP-0100,0,0
654619,TR-0800,JW-6000,6,1
654621,TR-0800,DS-4750,0,0
654625,TR-0800,JW-6000,15,1
654626,TR-0800,TW-2270,16,1
654627,TR-0800,CB-1130,7,1
654628,TR-0800,TW-2270,21,1
654629,TR-0800,CB-1130,16,1
654630,TR-0800,JW-6000,1,1
654633,EM-0200,SV-0200,5,1
654635,EM-0200,OB-0075,5,1
654641,EM-0200,OB-0075,16,1
654644,EM-0200,,0,0
654647,TR-0800,LD-0850,24,1
654648,TR-0800,LD-0850,16,1
654649,TR-0800,JW-6000,13,1
654650,TR-0800,CB-1130,0,0
654651,TR-0800,TW-2270,8,1
654652,TR-0800,JW-6000,11,1
654655,EM-0200,SV-0200,0,0
654656,EM-0200,SV-0200,19,1
654658,SB-1100,DM-4300,2,1
654660,SB-1100,ZE-0100,0,0
654663,MR-2500,JJ-4700,17,1
654664,MR-2500,RW-2200,25,1
654667,MR-2500,JJ-4700,0,0
654671,SB-1100,DM-4300,-2,1
654672,SB-1100,DS-3300,14,1
654674,MR-2500,JJ-4700,6,1
654677,MR-2500,RW-2200,22,1
654679,MR-2500,DF-1875,10,1
654682,MR-2500,RW-2200,0,0
654683,SB-1100,JH-5750,13,1
654684,SB-1100,JH-5750,0,0
654685,SB-1100,MA-1400,0,0
654686,SB-1100,ZE-0100,7,1
654689,MR-2500,TC-2050,0,0
654690,MR-2500,JJ-4700,0,0
654692,SB-1100,JM-1550,0,0
654693,SB-1100,BC-0700,6,1
654694,SB-1100,DS-3300,4,1
654697,SB-1100,NA-0050,0,0
654701,MR-2500,JJ-4700,18,1
654702,MR-2500,JJ-4700,13,1
654704,MR-2500,JJ-4700,8,1
654707,MR-2500,LT-0550,4,1
654708,MR-2500,RW-2200,23,1
654710,MR-2500,JJ-4700,4,1
654713,SB-1100,DS-3300,6,1
654714,SB-1100,RC-2300,6,1
654715,SB-1100,JM-1550,25,1
654716,SB-1100,JH-5750,6,1
654717,SB-1100,RM-1200,0,0
654718,SB-1100,JM-1550,3,1
654719,SB-1100,ZE-0100,18,1
654721,SB-1100,ZE-0100,0,0
654722,SB-1100,JM-1550,0,0
654725,MR-2500,RW-2200,0,0
654727,MR-2500,RW-2200,0,0
654729,SB-1100,JM-1550,3,1
654730,SB-1100,DM-4300,6,1
654731,SB-1100,RC-2300,0,0
654735,MR-2500,LH-0600,3,1
654737,MR-2500,JJ-4700,9,1
654739,MR-2500,JT-0300,7,1
654740,MR-2500,DF-1875,12,1
654744,SB-1100,ZE-0100,0,0
654746,MR-2500,JJ-4700,22,1
654749,SB-1100,DS-3300,0,0
654751,SB-1100,ZE-0100,0,0
654758,MR-2500,RW-2200,0,0
654759,SB-1100,DM-4300,0,0
654763,MR-2500,JT-0300,4,1
654767,MR-2500,NW-0500,5,1
654768,MR-2500,LH-0600,0,0
654771,SB-1100,JM-1550,6,1
654772,SB-1100,RC-2300,7,1
654774,SB-1100,JM-1550,19,1
654775,SB-1100,MA-1400,7,1
654778,SB-1100,RM-1200,12,1
654779,SB-1100,MA-1400,15,1
654780,SB-1100,RM-1200,8,1
654782,SB-1100,DS-3300,12,1
654783,SB-1100,ZE-0100,0,0
654786,SB-1100,DM-4300,5,1
654791,MR-2500,TC-2050,0,0
654797,MR-2500,RW-2200,14,1
654799,MR-2500,LH-0600,13,1
654802,MR-2500,JT-0300,8,1
654803,MR-2500,DF-1875,0,0
654807,SB-1100,DS-3300,24,1
654808,SB-1100,JM-1550,12,1
654809,SB-1100,ZE-0100,21,1
654810,SB-1100,JM-1550,19,1
654814,MR-2500,JJ-4700,44,1
654815,MR-2500,LH-0600,0,0
654817,MR-2500,DF-1875,7,1
654820,SB-1100,JM-1550,4,1
654821,SB-1100,JM-1550,7,1
654822,SB-1100,JM-1550,4,1
654823,SB-1100,NA-0050,5,1
654825,SB-1100,DS-3300,14,1
654826,SB-1100,RM-1200,4,1
654827,SB-1100,RC-2300,12,1
654835,SB-1100,DS-3300,2,1
654836,SB-1100,DS-3300,0,0
654837,SB-1100,JM-1550,0,0
654844,CK-0100,TS-2300,11,1
654849,CK-0100,GC-0350,15,1
654852,CK-0100,VD-0100,0,0
654854,CK-0100,RB-4900,0,0
654856,TB-2650,JW-6560,0,0
654857,TB-2650,CJ-1450,0,0
654858,TB-2650,JW-6560,0,0
654860,CK-0100,VD-0100,0,0
654861,CK-0100,BE-0350,4,1
654872,TB-2650,MW-0500,19,1
654873,TB-2650,KR-1200,0,0
654876,TB-2650,KR-1200,2,1
654878,CK-0100,BE-0350,1,1
654880,CK-0100,QP-0050,0,0
654882,TB-2650,RE-0400,3,1
654885,TB-2650,AP-0700,17,1
654886,TB-2650,MW-0500,0,0
654887,TB-2650,AP-0700,2,1
654893,CK-0100,VD-0100,0,0
654894,CK-0100,JH-3050,7,1
654899,TB-2650,JM-3450,-2,1
654900,TB-2650,RE-0400,0,0
654903,CK-0100,AB-2000,8,1
654909,CK-0100,GC-0350,20,1
654910,CK-0100,AB-2000,4,1
654911,CK-0100,VD-0100,8,1
654917,TB-2650,MW-0500,9,1
654918,TB-2650,MW-0500,17,1
654920,TB-2650,JW-6560,27,1
654925,TB-2650,KR-1200,19,1
654929,TB-2650,AP-0700,2,1
654932,CK-0100,GC-0350,5,1
654933,CK-0100,CH-5000,6,1
654935,CK-0100,AB-2000,15,1
654937,CK-0100,VM-0250,5,1
654939,CK-0100,GC-0350,0,0
654943,CK-0100,AB-2000,0,0
654946,TB-2650,KR-1200,19,1
654948,TB-2650,MW-0500,12,1
654950,TB-2650,CJ-1450,18,1
654951,TB-2650,MW-0500,2,1
654953,TB-2650,MW-0500,4,1
654954,TB-2650,,0,0
654955,TB-2650,JW-6560,0,0
654960,CK-0100,TS-2300,0,0
654962,CK-0100,VD-0100,20,1
654966,CK-0100,VD-0100,19,1
654967,CK-0100,AB-2000,9,1
654971,TB-2650,KR-1200,3,1
654972,TB-2650,JM-3450,10,1
654973,TB-2650,KR-1200,0,0
654975,CK-0100,TS-2300,0,0
654977,CK-0100,CH-5000,8,1
654980,TB-2650,CJ-1450,9,1
654981,TB-2650,KR-1200,10,1
654982,TB-2650,MA-1150,21,1
654984,TB-2650,CP-0750,1,1
654985,TB-2650,MA-1150,7,1
654996,PM-0200,ES-0200,7,1
655001,AS-1600,JO-0150,24,1
655002,AS-1600,JM-0200,12,1
655005,AS-1600,JC-2300,-3,1
655006,AS-1600,JM-0200,0,0
655007,AS-1600,JC-2300,-4,1
655010,PM-0200,ES-0200,0,0
655013,AS-1600,TK-0150,15,1
655017,AS-1600,AW-1650,0,0
655019,PM-0200,ES-0200,0,0
655021,PM-0200,ES-0200,8,1
655023,PM-0200,AC-0100,6,1
655027,PM-0200,DT-0900,8,1
655036,AS-1600,JM-0200,7,1
655040,PM-0200,DT-0900,7,1
655041,PM-0200,VG-0300,11,1
655045,PM-0200,DT-0900,0,0
655048,PM-0200,RH-2350,0,0
655049,PM-0200,DT-0900,20,1
655051,PM-0200,ES-0200,9,1
655052,PM-0200,ES-0200,13,1
655053,PM-0200,DT-0900,0,0
655055,PM-0200,VG-0300,0,0
655056,PM-0200,JN-1900,3,1
655057,PM-0200,ES-0200,16,1
655060,AS-1600,JM-0200,0,0
655061,AS-1600,JM-0200,0,0
655063,PM-0200,JN-1900,7,1
655065,PM-0200,VG-0300,1,1
655072,AS-1600,TK-0150,5,1
655074,AS-1600,JM-0200,8,1
655076,AS-1600,JM-0200,30,1
655078,AS-1600,TK-0150,0,0
655079,AS-1600,JC-2300,3,1
655083,PM-0200,OD-0100,8,1
655084,PM-0200,ES-0200,10,1
655085,PM-0200,ES-0200,0,0
655088,PM-0200,DT-0900,0,0
655089,PM-0200,DT-0900,9,1
655092,AS-1600,JC-2300,0,0
655094,AS-1600,DT-0850,8,1
655096,PM-0200,DT-0900,18,1
655098,PM-0200,JN-1900,4,1
655099,PM-0200,JN-1900,0,0
655102,AS-1600,DT-0850,0,0
655106,PM-0200,OD-0100,6,1
655108,PM-0200,ES-0200,5,1
655109,PM-0200,DT-0900,0,0
655110,PM-0200,DT-0900,0,0
655111,PM-0200,OD-0100,0,0
655113,AS-1600,JC-2300,6,1
655114,AS-1600,DT-0850,12,1
655117,AS-1600,KD-0450,0,0
655120,PM-0200,ES-0200,0,0
655124,AS-1600,TK-0150,9,1
655126,AS-1600,JO-0150,30,1
655129,AS-1600,DT-0850,0,0
655131,PM-0200,OD-0100,5,1
655132,PM-0200,DT-0900,0,0
655135,AS-1600,TK-0150,29,1
655142,PM-0200,DT-0900,22,1
655143,PM-0200,OD-0100,0,0
655144,PM-0200,DT-0900,17,1
655145,PM-0200,CA-0750,2,1
655146,PM-0200,ES-0200,0,0
655147,PM-0200,DT-0900,15,1
655148,PM-0200,ES-0200,0,0
655150,PM-0200,AC-0100,0,0
655151,PM-0200,JN-1900,0,0
655152,PM-0200,ES-0200,19,1
655161,CN-0500,GO-0100,0,0
655162,CN-0500,TG-0900,0,0
655165,CN-0500,TG-0900,0,0
655168,RM-0300,GG-0400,0,0
655169,RM-0300,CS-1500,-5,1
655173,CN-0500,GO-0100,0,0
655175,RM-0300,NW-0100,0,0
655176,RM-0300,GG-0400,0,0
655177,RM-0300,DH-3950,16,1
655178,RM-0300,DH-3950,0,0
655183,RM-0300,CS-1500,0,0
655184,RM-0300,CS-1500,1,1
655185,RM-0300,JG-3850,14,1
655187,RM-0300,NW-0100,0,0
655188,RM-0300,KM-3250,0,0
655192,CN-0500,JS-6700,-3,1
655193,CN-0500,GO-0100,0,0
655194,CN-0500,CB-3850,6,1
655198,RM-0300,CW-4050,3,1
655200,RM-0300,JG-3850,5,1
655201,RM-0300,DH-3950,0,0
655202,RM-0300,KM-3250,0,0
655203,RM-0300,JG-3850,5,1
655204,RM-0300,JG-3850,3,1
655208,CN-0500,GO-0100,7,1
655209,CN-0500,TG-0900,0,0
655210,CN-0500,MT-1300,-3,1
655211,CN-0500,TG-0900,0,0
655215,RM-0300,DH-3950,0,0
655218,CN-0500,GO-0100,12,1
655221,CN-0500,TG-0900,25,1
655224,RM-0300,CF-0375,19,1
655225,RM-0300,GG-0400,0,0
655226,RM-0300,DH-3950,0,0
655230,CN-0500,JC-5400,11,1
655231,CN-0500,TG-0900,7,1
655232,CN-0500,TG-0900,5,1
655233,CN-0500,CB-3850,15,1
655236,CN-0500,GO-0100,0,0
655241,RM-0300,CP-1950,0,0
655243,RM-0300,NW-0100,0,0
655245,CN-0500,DF-2200,0,0
655246,CN-0500,DF-2200,15,1
655247,CN-0500,GO-0100,12,1
655248,CN-0500,GO-0100,2,1
655249,CN-0500,KN-0450,0,0
655250,RM-0300,JG-3850,9,1
655252,RM-0300,JG-3850,4,1
655253,RM-0300,JG-3850,0,0
655254,RM-0300,NW-0100,0,0
655256,CN-0500,CB-3850,0,0
655258,CN-0500,TG-0900,0,0
655260,RM-0300,CP-1950,0,0
655261,RM-0300,CS-1500,0,0
655270,RM-0300,DH-3950,11,1
655271,RM-0300,AB-1975,4,1
655273,RM-0300,CP-1950,3,1
655275,RM-0300,CS-1500,16,1
655277,RM-0300,DH-3950,8,1
655278,RM-0300,DH-3950,8,1
655280,RM-0300,GG-0400,7,1
655285,CN-0500,GO-0100,0,0
655286,CN-0500,DF-2200,0,0
655291,CN-0500,GO-0100,10,1
655294,CN-0500,TG-0900,4,1
655296,CN-0500,MT-1300,0,0
655297,CN-0500,MT-1300,7,1
655302,RM-0300,CW-4050,12,1
655304,RM-0300,CS-1500,8,1
655305,RM-0300,CP-1950,0,0
655308,CN-0500,GO-0100,0,0
655310,CN-0500,GO-0100,0,0
655314,RM-0300,CS-1500,0,0
655315,RM-0300,DH-3950,0,0
655316,RM-0300,CS-1500,0,0
655320,CN-0500,DF-2200,0,0
655323,RM-0300,GG-0400,0,0
655324,CN-0500,CB-3850,36,1
655327,RM-0300,NW-0100,9,1
655328,RM-0300,NW-0100,48,1
655329,RM-0300,DH-3950,10,1
655330,RM-0300,CS-1500,0,0
655331,RM-0300,CS-1500,7,1
655332,RM-0300,CP-1950,0,0
655338,CN-0500,GO-0100,27,1
655341,CN-0500,GO-0100,0,0
655343,RM-0300,CP-1950,0,0
655347,RM-0300,CP-1950,0,0
655348,RM-0300,NW-0100,6,1
655350,RM-0300,CS-1500,7,1
655351,RM-0300,CS-1500,0,0
655353,RM-0300,NW-0100,0,0
655354,RM-0300,,0,0
655355,RM-0300,CP-1950,6,1
655356,RM-0300,DH-3950,0,0
655361,BR-1100,MW-1250,0,0
655363,BR-1100,AB-3500,28,1
655364,BR-1100,AB-3500,0,0
655365,BR-1100,MW-1250,19,1
655367,BR-1100,DH-2800,-2,1
655368,BR-1100,DH-2800,0,0
655373,CK-0100,VD-0100,2,1
655374,CK-0100,TS-2300,14,1
655377,CK-0100,AB-2000,0,0
655380,BR-1100,DH-2800,3,1
655381,BR-1100,DH-2800,41,1
655383,BR-1100,AB-3500,17,1
655384,BR-1100,MW-1250,0,0
655387,BR-1100,HM-0200,2,1
655397,CK-0100,CH-5000,11,1
655399,CK-0100,AB-2000,5,1
655401,CK-0100,VM-0250,0,0
655403,CK-0100,GC-0350,3,1
655405,CK-0100,TS-2300,-3,1
655406,CK-0100,CH-5000,-4,1
655412,BR-1100,DW-3600,0,0
655413,BR-1100,AB-3500,12,1
655415,BR-1100,DW-3600,2,1
655416,BR-1100,AB-3500,59,1
655425,BR-1100,DH-2800,35,1
655428,CK-0100,GC-0350,7,1
655429,CK-0100,TS-2300,18,1
655431,BR-1100,DW-3600,11,1
655433,BR-1100,AB-3500,12,1
655434,BR-1100,HM-0200,13,1
655440,CK-0100,QP-0050,6,1
655441,CK-0100,CH-5000,2,1
655443,CK-0100,MD-0150,0,0
655444,CK-0100,VD-0100,0,0
655449,CK-0100,TS-2300,11,1
655456,BR-1100,AB-3500,-1,1
655457,BR-1100,DW-3600,1,1
655458,BR-1100,DW-3600,1,1
655461,CK-0100,VD-0100,5,1
655462,CK-0100,BB-1550,0,0
655463,CK-0100,AB-2000,6,1
655464,CK-0100,AB-2000,13,1
655466,CK-0100,VD-0100,0,0
655467,CK-0100,AB-2000,0,0
655468,CK-0100,CH-5000,9,1
655469,CK-0100,VD-0100,7,1
655471,CK-0100,BM-2600,7,1
655472,CK-0100,MD-0150,0,0
655475,CK-0100,BB-1550,0,0
655477,CK-0100,BM-2600,0,0
655480,BR-1100,AB-3500,0,0
655483,CK-0100,VD-0100,43,1
655484,CK-0100,BB-1550,11,1
655485,CK-0100,MD-0150,1,1
655486,CK-0100,TS-2300,0,0
655489,CK-0100,AB-2000,14,1
655494,BR-1100,AB-3500,5,1
655495,BR-1100,MW-1250,48,1
655501,CK-0100,TS-2300,75,1
655506,BR-1100,AB-3500,56,1
655508,BR-1100,AB-3500,7,1
655511,CK-0100,TS-2300,5,1
655513,CK-0100,AB-2000,8,1
655514,CK-0100,QP-0050,4,1
655515,CK-0100,DW-2350,8,1
655516,CK-0100,QP-0050,6,1
655517,CK-0100,DW-2350,10,1
655518,CK-0100,AB-2000,14,1
655519,CK-0100,VD-0100,5,1
655520,CK-0100,MD-0150,3,1
655521,CK-0100,QP-0050,9,1
655523,CK-0100,AB-2000,0,0
655524,CK-0100,AB-2000,0,0
655531,DB-3800,BC-2325,8,1
655534,DB-3800,BC-1850,22,1
655536,DB-3800,CS-3400,19,1
655538,DB-3800,AJ-1125,0,0
655540,DB-3800,WS-0925,0,0
655544,JW-5650,AS-0550,21,1
655548,JW-5650,VJ-0100,0,0
655553,DB-3800,BC-2325,6,1
655558,JW-5650,CS-1950,3,1
655559,JW-5650,CS-1950,12,1
655564,DB-3800,MI-0100,6,1
655565,DB-3800,WS-0925,8,1
655570,DB-3800,JH-4070,0,0
655574,JW-5650,LM-1800,0,0
655576,DB-3800,BC-2325,9,1
655578,DB-3800,JH-4070,2,1
655587,JW-5650,BR-0050,8,1
655589,JW-5650,ME-0600,0,0
655591,DB-3800,BC-1850,0,0
655593,DB-3800,MC-2400,21,1
655595,DB-3800,MC-2400,24,1
655600,JW-5650,ME-0600,0,0
655602,JW-5650,CS-1950,-1,1
655603,JW-5650,VJ-0100,17,1
655607,JW-5650,LM-1800,23,1
655608,JW-5650,VJ-0100,15,1
655615,JW-5650,VJ-0100,22,1
655620,DB-3800,MC-2400,0,0
655621,DB-3800,BC-1850,0,0
655622,DB-3800,WS-0925,12,1
655624,DB-3800,BC-2325,0,0
655627,JW-5650,AS-0550,8,1
655631,JW-5650,DM-0450,4,1
655633,JW-5650,LM-1800,5,1
655638,DB-3800,BW-0700,4,1
655639,DB-3800,WS-0925,8,1
655640,JW-5650,LM-1800,54,1
655642,JW-5650,AS-0550,0,0
655643,JW-5650,VJ-0100,0,0
655646,DB-3800,WS-0925,0,0
655647,DB-3800,BC-1850,7,1
655648,DB-3800,MC-2400,14,1
655649,DB-3800,KR-1050,9,1
655652,DB-3800,JH-4070,0,0
655653,DB-3800,BC-1850,4,1
655666,DB-3800,JH-4070,0,0
655667,DB-3800,BW-0700,0,0
655671,DB-3800,WS-0925,16,1
655675,JW-5650,ME-0600,0,0
655680,JW-5650,DM-0450,16,1
655684,DB-3800,MI-0100,-6,1
655691,DB-3800,BW-0700,8,1
655692,DB-3800,MI-0100,5,1
655695,DB-3800,BC-2325,21,1
655696,DB-3800,MC-2400,10,1
655698,DB-3800,BW-0700,0,0
655699,DB-3800,BC-2325,18,1
655700,DB-3800,BC-1850,0,0
655701,DB-3800,BC-2325,0,0
655706,TB-2650,JW-6560,0,0
655707,TB-2650,JW-6560,17,1
655713,TB-2650,KR-1200,5,1
655716,MS-4100,EE-0050,0,0
655718,MS-4100,GT-0100,19,1
655721,MS-4100,GT-0100,0,0
655725,TB-2650,MW-0500,4,1
655727,MS-4100,CJ-1100,7,1
655730,MS-4100,EE-0050,3,1
655732,MS-4100,JB-2700,0,1
655733,MS-4100,CJ-1100,0,0
655744,MS-4100,GT-0100,10,1
655746,MS-4100,EE-0050,16,1
655747,MS-4100,TR-0370,5,1
655749,MS-4100,LM-1500,5,1
655750,MS-4100,CJ-1100,7,1
655753,MS-4100,JB-2700,16,1
655755,MS-4100,AA-0025,9,1
655756,MS-4100,LM-1500,0,0
655757,MS-4100,GT-0100,0,0
655761,TB-2650,CJ-1450,4,1
655762,TB-2650,AP-0700,49,1
655763,TB-2650,KR-1200,11,1
655768,TB-2650,KR-1200,0,0
655771,MS-4100,GT-0100,18,1
655772,MS-4100,EE-0050,0,0
655774,MS-4100,CJ-1100,0,0
655775,MS-4100,GT-0100,18,1
655776,MS-4100,EE-0050,3,1
655777,MS-4100,GT-0100,10,1
655778,MS-4100,TR-0370,8,1
655779,MS-4100,CJ-1100,11,1
655785,MS-4100,CJ-1100,11,1
655786,MS-4100,LM-1500,2,1
655792,TB-2650,MW-0500,12,1
655795,TB-2650,KR-1200,0,0
655801,MS-4100,CJ-1100,18,1
655802,MS-4100,EE-0050,9,1
655806,TB-2650,KR-1200,1,1
655807,TB-2650,KR-1200,5,1
655808,TB-2650,CJ-1450,3,1
655810,MS-4100,CJ-1100,5,1
655812,MS-4100,CJ-1100,11,1
655813,MS-4100,EE-0050,0,0
655815,MS-4100,GT-0100,5,1
655816,MS-4100,TR-0370,11,1
655817,MS-4100,CJ-1100,0,0
655818,MS-4100,GT-0100,0,0
655819,MS-4100,GT-0100,0,0
655822,TB-2650,CJ-1450,3,1
655824,TB-2650,KR-1200,8,1
655826,TB-2650,RE-0400,0,0
655830,MS-4100,EE-0050,0,0
